COUNTRY.UN_CODE,SPECIES.ALPHA_3_CODE,AREA.CODE,PRODUCTION_SOURCE_DET.CODE,MEASURE,PERIOD,VALUE,STATUS
16,BLM,77,CAPTURE,Q_tlw,2012,2,
16,MLS,77,CAPTURE,Q_tlw,2012,61,
16,SSP,77,CAPTURE,Q_tlw,2012,0,
16,SWO,77,CAPTURE,Q_tlw,2012,52,
16,TUX,77,CAPTURE,Q_tlw,2012,0,
16,LAG,77,CAPTURE,Q_tlw,2012,0,
16,CGX,77,CAPTURE,Q_tlw,2012,2,
16,BRZ,77,CAPTURE,Q_tlw,2012,0,
16,DOL,77,CAPTURE,Q_tlw,2012,10,
16,BAR,77,CAPTURE,Q_tlw,2012,0,N
16,THR,77,CAPTURE,Q_tlw,2012,4,
16,MAK,77,CAPTURE,Q_tlw,2012,8,
16,SKX,77,CAPTURE,Q_tlw,2012,0,
16,MZZ,77,CAPTURE,Q_tlw,2012,10,
16,CRA,77,CAPTURE,Q_tlw,2012,0,
16,SLV,77,CAPTURE,Q_tlw,2012,0,N
16,OCT,77,CAPTURE,Q_tlw,2012,0,N
16,MOL,77,CAPTURE,Q_tlw,2012,0,
16,TLN,6,FRESHWATER,Q_tlw,2012,20,E
16,FRF,6,CAPTURE,Q_tlw,2013,0,N
16,HCZ,77,CAPTURE,Q_tlw,2013,1,
16,GPX,77,CAPTURE,Q_tlw,2013,0,N
16,SNX,77,CAPTURE,Q_tlw,2013,3,
16,EMP,77,CAPTURE,Q_tlw,2013,1,
16,PWT,77,CAPTURE,Q_tlw,2013,3,
16,SUR,77,CAPTURE,Q_tlw,2013,8,
16,WAH,77,CAPTURE,Q_tlw,2013,89,
16,SKJ,77,CAPTURE,Q_tlw,2013,77,
16,PBF,77,CAPTURE,Q_tlw,2013,2,
16,ALB,77,CAPTURE,Q_tlw,2013,2139,
16,YFT,77,CAPTURE,Q_tlw,2013,425,
16,BET,77,CAPTURE,Q_tlw,2013,389,
16,SFA,77,CAPTURE,Q_tlw,2013,0,N
16,BUM,77,CAPTURE,Q_tlw,2013,53,
16,BLM,77,CAPTURE,Q_tlw,2013,0,N
16,MLS,77,CAPTURE,Q_tlw,2013,27,
16,SSP,77,CAPTURE,Q_tlw,2013,0,
16,SWO,77,CAPTURE,Q_tlw,2013,28,
16,TUX,77,CAPTURE,Q_tlw,2013,0,
